,variable,value,date,times
0,mood,7.0,2014-03-20,21:00:00.000
1,mood,6.0,2014-03-21,13:00:00.000
2,mood,7.0,2014-03-21,15:00:00.000
3,mood,7.0,2014-03-21,18:00:00.000
4,mood,8.0,2014-03-21,20:00:00.000
5,mood,8.0,2014-03-22,09:00:00.000
6,mood,8.0,2014-03-22,15:00:00.000
7,mood,8.0,2014-03-22,18:00:00.000
8,mood,6.0,2014-03-22,20:00:00.000
9,mood,7.0,2014-03-23,08:00:00.000
10,mood,8.0,2014-03-23,13:00:00.000
11,mood,9.0,2014-03-23,14:00:00.000
12,mood,7.0,2014-03-23,18:00:00.000
13,mood,7.0,2014-03-23,21:00:00.000
14,mood,8.0,2014-03-24,09:00:00.000
15,mood,7.0,2014-03-24,12:00:00.000
16,mood,7.0,2014-03-24,17:00:00.000
17,mood,6.0,2014-03-24,19:00:00.000
18,mood,6.0,2014-03-24,21:00:00.000
19,mood,7.0,2014-03-25,08:00:00.000
20,mood,6.0,2014-03-25,15:00:00.000
21,mood,6.0,2014-03-25,18:00:00.000
22,mood,5.0,2014-03-25,20:00:00.000
23,mood,6.0,2014-03-26,08:00:00.000
24,mood,7.0,2014-03-26,13:00:00.000
25,mood,7.0,2014-03-26,15:00:00.000
26,mood,7.0,2014-03-26,18:00:00.000
27,mood,7.0,2014-03-26,21:00:00.000
28,mood,7.0,2014-03-27,09:00:00.000
29,mood,7.0,2014-03-27,11:00:00.000
30,mood,7.0,2014-03-27,14:00:00.000
31,mood,7.0,2014-03-27,18:00:00.000
32,mood,7.0,2014-03-28,09:00:00.000
33,mood,7.0,2014-03-28,15:00:00.000
34,mood,4.0,2014-03-28,18:00:00.000
35,mood,7.0,2014-03-28,21:00:00.000
36,mood,7.0,2014-03-29,09:00:00.000
37,mood,7.0,2014-03-29,11:00:00.000
38,mood,7.0,2014-03-29,16:00:00.000
39,mood,8.0,2014-03-29,18:00:00.000
40,mood,8.0,2014-03-29,21:00:00.000
41,mood,7.0,2014-03-30,09:00:00.000
42,mood,8.0,2014-03-30,11:00:00.000
43,mood,7.0,2014-03-30,19:00:00.000
44,mood,8.0,2014-03-30,21:00:00.000
45,mood,7.0,2014-03-31,13:00:00.000
46,mood,7.0,2014-03-31,16:00:00.000
47,mood,7.0,2014-03-31,17:00:00.000
48,mood,7.0,2014-03-31,22:00:00.000
49,mood,6.0,2014-04-01,08:00:00.000
50,mood,6.0,2014-04-01,12:00:00.000
51,mood,7.0,2014-04-01,17:00:00.000
52,mood,6.0,2014-04-01,22:00:00.000
53,mood,6.0,2014-04-02,10:00:00.000
54,mood,7.0,2014-04-02,12:00:00.000
