,id,time,variable,value
1239,AS14.08,2014-03-05 15:00:00.000,mood,7
1240,AS14.08,2014-03-05 17:00:00.000,mood,7
1241,AS14.08,2014-03-05 20:00:00.000,mood,5
1242,AS14.08,2014-03-06 09:00:00.000,mood,7
1243,AS14.08,2014-03-06 12:00:00.000,mood,8
1244,AS14.08,2014-03-06 15:00:00.000,mood,7
1245,AS14.08,2014-03-06 17:00:00.000,mood,6
1246,AS14.08,2014-03-06 21:00:00.000,mood,8
1247,AS14.08,2014-03-07 09:00:00.000,mood,7
1248,AS14.08,2014-03-07 13:00:00.000,mood,7
1249,AS14.08,2014-03-07 14:00:00.000,mood,7
1250,AS14.08,2014-03-07 18:00:00.000,mood,9
1251,AS14.08,2014-03-07 20:00:00.000,mood,7
1252,AS14.08,2014-03-08 10:00:00.000,mood,5
1253,AS14.08,2014-03-08 12:00:00.000,mood,7
1254,AS14.08,2014-03-08 16:00:00.000,mood,9
1255,AS14.08,2014-03-08 17:00:00.000,mood,7
1256,AS14.08,2014-03-08 21:00:00.000,mood,7
1257,AS14.08,2014-03-09 09:00:00.000,mood,8
1258,AS14.08,2014-03-09 13:00:00.000,mood,8
1259,AS14.08,2014-03-09 15:00:00.000,mood,8
1260,AS14.08,2014-03-09 18:00:00.000,mood,7
1261,AS14.08,2014-03-09 21:00:00.000,mood,5
1262,AS14.08,2014-03-10 09:00:00.000,mood,5
1263,AS14.08,2014-03-10 12:00:00.000,mood,8
1264,AS14.08,2014-03-10 15:00:00.000,mood,7
1265,AS14.08,2014-03-10 18:00:00.000,mood,9
1266,AS14.08,2014-03-10 21:00:00.000,mood,5
1267,AS14.08,2014-03-11 09:00:00.000,mood,6
1268,AS14.08,2014-03-11 13:00:00.000,mood,7
1269,AS14.08,2014-03-11 15:00:00.000,mood,7
1270,AS14.08,2014-03-11 18:00:00.000,mood,8
1271,AS14.08,2014-03-11 20:00:00.000,mood,5
1272,AS14.08,2014-03-12 10:00:00.000,mood,8
1273,AS14.08,2014-03-12 12:00:00.000,mood,7
1274,AS14.08,2014-03-12 15:00:00.000,mood,9
1275,AS14.08,2014-03-12 18:00:00.000,mood,7
1276,AS14.08,2014-03-12 21:00:00.000,mood,4
1277,AS14.08,2014-03-13 09:00:00.000,mood,8
1278,AS14.08,2014-03-13 12:00:00.000,mood,4
1279,AS14.08,2014-03-13 15:00:00.000,mood,7
1280,AS14.08,2014-03-13 18:00:00.000,mood,7
1281,AS14.08,2014-03-13 21:00:00.000,mood,7
1282,AS14.08,2014-03-14 09:00:00.000,mood,8
1283,AS14.08,2014-03-14 12:00:00.000,mood,7
1284,AS14.08,2014-03-14 14:00:00.000,mood,8
1285,AS14.08,2014-03-14 18:00:00.000,mood,7
1286,AS14.08,2014-03-14 22:00:00.000,mood,7
1287,AS14.08,2014-03-15 09:00:00.000,mood,5
1288,AS14.08,2014-03-15 12:00:00.000,mood,7
1289,AS14.08,2014-03-15 15:00:00.000,mood,5
1290,AS14.08,2014-03-15 18:00:00.000,mood,7
1291,AS14.08,2014-03-15 21:00:00.000,mood,8
1292,AS14.08,2014-03-16 09:00:00.000,mood,7
1293,AS14.08,2014-03-16 12:00:00.000,mood,8
1294,AS14.08,2014-03-16 15:00:00.000,mood,7
1295,AS14.08,2014-03-16 21:00:00.000,mood,6
1296,AS14.08,2014-03-17 11:00:00.000,mood,5
1297,AS14.08,2014-03-17 12:00:00.000,mood,4
1298,AS14.08,2014-03-17 15:00:00.000,mood,6
1299,AS14.08,2014-03-17 18:00:00.000,mood,7
1300,AS14.08,2014-03-17 21:00:00.000,mood,5
1301,AS14.08,2014-03-18 09:00:00.000,mood,5
1302,AS14.08,2014-03-18 13:00:00.000,mood,6
1303,AS14.08,2014-03-18 16:00:00.000,mood,7
1304,AS14.08,2014-03-18 18:00:00.000,mood,6
1305,AS14.08,2014-03-18 21:00:00.000,mood,8
1306,AS14.08,2014-03-19 10:00:00.000,mood,8
1307,AS14.08,2014-03-19 12:00:00.000,mood,7
1308,AS14.08,2014-03-19 14:00:00.000,mood,6
1309,AS14.08,2014-03-19 18:00:00.000,mood,7
1310,AS14.08,2014-03-19 21:00:00.000,mood,7
1311,AS14.08,2014-03-20 09:00:00.000,mood,4
1312,AS14.08,2014-03-20 12:00:00.000,mood,6
1313,AS14.08,2014-03-20 15:00:00.000,mood,7
1314,AS14.08,2014-03-20 18:00:00.000,mood,8
1315,AS14.08,2014-03-20 21:00:00.000,mood,7
1316,AS14.08,2014-03-21 08:00:00.000,mood,7
1317,AS14.08,2014-03-21 11:00:00.000,mood,4
1318,AS14.08,2014-03-21 15:00:00.000,mood,8
1319,AS14.08,2014-03-21 18:00:00.000,mood,7
1320,AS14.08,2014-03-21 21:00:00.000,mood,7
1321,AS14.08,2014-03-22 09:00:00.000,mood,7
1322,AS14.08,2014-03-22 12:00:00.000,mood,6
1323,AS14.08,2014-03-22 15:00:00.000,mood,7
1324,AS14.08,2014-03-22 18:00:00.000,mood,5
1325,AS14.08,2014-03-22 21:00:00.000,mood,7
1326,AS14.08,2014-03-23 09:00:00.000,mood,6
1327,AS14.08,2014-03-23 12:00:00.000,mood,7
1328,AS14.08,2014-03-23 15:00:00.000,mood,8
1329,AS14.08,2014-03-23 17:00:00.000,mood,7
1330,AS14.08,2014-03-23 21:00:00.000,mood,8
1331,AS14.08,2014-03-24 09:00:00.000,mood,6
1332,AS14.08,2014-03-24 12:00:00.000,mood,7
1333,AS14.08,2014-03-24 15:00:00.000,mood,7
1334,AS14.08,2014-03-24 18:00:00.000,mood,7
1335,AS14.08,2014-03-24 21:00:00.000,mood,7
1336,AS14.08,2014-03-25 10:00:00.000,mood,7
1337,AS14.08,2014-03-25 12:00:00.000,mood,7
1338,AS14.08,2014-03-25 16:00:00.000,mood,7
1339,AS14.08,2014-03-25 18:00:00.000,mood,8
1340,AS14.08,2014-03-25 20:00:00.000,mood,7
1341,AS14.08,2014-03-26 08:00:00.000,mood,5
1342,AS14.08,2014-03-26 13:00:00.000,mood,6
1343,AS14.08,2014-03-26 15:00:00.000,mood,6
1344,AS14.08,2014-03-26 18:00:00.000,mood,9
1345,AS14.08,2014-03-27 08:00:00.000,mood,5
1346,AS14.08,2014-03-27 09:00:00.000,mood,5
1347,AS14.08,2014-03-27 12:00:00.000,mood,5
1348,AS14.08,2014-03-27 15:00:00.000,mood,7
1349,AS14.08,2014-03-27 18:00:00.000,mood,8
1350,AS14.08,2014-03-27 23:00:00.000,mood,8
1351,AS14.08,2014-03-28 09:00:00.000,mood,7
1352,AS14.08,2014-03-28 12:00:00.000,mood,4
1353,AS14.08,2014-03-28 15:00:00.000,mood,7
1354,AS14.08,2014-03-28 18:00:00.000,mood,7
1355,AS14.08,2014-03-29 07:00:00.000,mood,5
1356,AS14.08,2014-03-29 09:00:00.000,mood,7
1357,AS14.08,2014-03-29 12:00:00.000,mood,7
1358,AS14.08,2014-03-29 17:00:00.000,mood,8
1359,AS14.08,2014-03-29 18:00:00.000,mood,7
1360,AS14.08,2014-03-29 21:00:00.000,mood,9
1361,AS14.08,2014-03-30 11:00:00.000,mood,8
1362,AS14.08,2014-03-30 12:00:00.000,mood,8
1363,AS14.08,2014-03-30 17:00:00.000,mood,6
1364,AS14.08,2014-03-30 19:00:00.000,mood,5
1365,AS14.08,2014-03-30 21:00:00.000,mood,7
1366,AS14.08,2014-03-31 09:00:00.000,mood,9
1367,AS14.08,2014-03-31 12:00:00.000,mood,7
1368,AS14.08,2014-03-31 16:00:00.000,mood,8
1369,AS14.08,2014-03-31 18:00:00.000,mood,7
1370,AS14.08,2014-03-31 21:00:00.000,mood,7
1371,AS14.08,2014-04-01 11:00:00.000,mood,7
1372,AS14.08,2014-04-01 12:00:00.000,mood,7
1373,AS14.08,2014-04-01 15:00:00.000,mood,8
1374,AS14.08,2014-04-01 18:00:00.000,mood,7
1375,AS14.08,2014-04-01 21:00:00.000,mood,7
1376,AS14.08,2014-04-02 11:00:00.000,mood,7
1377,AS14.08,2014-04-02 12:00:00.000,mood,7
1378,AS14.08,2014-04-02 15:00:00.000,mood,7
1379,AS14.08,2014-04-02 18:00:00.000,mood,7
1380,AS14.08,2014-04-02 21:00:00.000,mood,5
1381,AS14.08,2014-04-03 09:00:00.000,mood,7
1382,AS14.08,2014-04-03 15:00:00.000,mood,8
1383,AS14.08,2014-04-03 21:00:00.000,mood,6
1384,AS14.08,2014-04-04 13:00:00.000,mood,7
1385,AS14.08,2014-04-04 15:00:00.000,mood,7
1386,AS14.08,2014-04-04 18:00:00.000,mood,8
1387,AS14.08,2014-04-04 21:00:00.000,mood,8
1388,AS14.08,2014-04-05 09:00:00.000,mood,7
1389,AS14.08,2014-04-05 12:00:00.000,mood,7
1390,AS14.08,2014-04-05 15:00:00.000,mood,7
1391,AS14.08,2014-04-05 18:00:00.000,mood,7
1392,AS14.08,2014-04-05 22:00:00.000,mood,9
1393,AS14.08,2014-04-06 11:00:00.000,mood,8
1394,AS14.08,2014-04-06 12:00:00.000,mood,8
1395,AS14.08,2014-04-06 15:00:00.000,mood,7
1396,AS14.08,2014-04-06 18:00:00.000,mood,7
1397,AS14.08,2014-04-06 21:00:00.000,mood,8
1398,AS14.08,2014-04-07 09:00:00.000,mood,7
1399,AS14.08,2014-04-07 12:00:00.000,mood,7
1400,AS14.08,2014-04-07 15:00:00.000,mood,7
1401,AS14.08,2014-04-07 18:00:00.000,mood,7
1402,AS14.08,2014-04-07 21:00:00.000,mood,7
1403,AS14.08,2014-04-08 09:00:00.000,mood,6
1404,AS14.08,2014-04-08 12:00:00.000,mood,6
1405,AS14.08,2014-04-08 18:00:00.000,mood,7
1406,AS14.08,2014-04-08 21:00:00.000,mood,7
1407,AS14.08,2014-04-09 10:00:00.000,mood,7
1408,AS14.08,2014-04-09 12:00:00.000,mood,7
1409,AS14.08,2014-04-09 20:00:00.000,mood,7
1410,AS14.08,2014-04-09 21:00:00.000,mood,4
1411,AS14.08,2014-04-10 09:00:00.000,mood,8
1412,AS14.08,2014-04-10 12:00:00.000,mood,6
1413,AS14.08,2014-04-10 15:00:00.000,mood,7
1414,AS14.08,2014-04-10 18:00:00.000,mood,8
1415,AS14.08,2014-04-10 21:00:00.000,mood,9
1416,AS14.08,2014-04-11 09:00:00.000,mood,8
1417,AS14.08,2014-04-11 12:00:00.000,mood,8
1418,AS14.08,2014-04-11 15:00:00.000,mood,7
1419,AS14.08,2014-04-11 18:00:00.000,mood,8
1420,AS14.08,2014-04-11 22:00:00.000,mood,7
1421,AS14.08,2014-04-12 09:00:00.000,mood,7
1422,AS14.08,2014-04-12 12:00:00.000,mood,8
1423,AS14.08,2014-04-12 15:00:00.000,mood,7
1424,AS14.08,2014-04-12 19:00:00.000,mood,6
1425,AS14.08,2014-04-12 21:00:00.000,mood,7
1426,AS14.08,2014-04-13 11:00:00.000,mood,8
1427,AS14.08,2014-04-13 12:00:00.000,mood,7
1428,AS14.08,2014-04-13 15:00:00.000,mood,8
1429,AS14.08,2014-04-13 18:00:00.000,mood,7
1430,AS14.08,2014-04-13 21:00:00.000,mood,8
1431,AS14.08,2014-04-14 09:00:00.000,mood,8
1432,AS14.08,2014-04-14 12:00:00.000,mood,6
1433,AS14.08,2014-04-14 16:00:00.000,mood,7
1434,AS14.08,2014-04-14 18:00:00.000,mood,7
1435,AS14.08,2014-04-14 21:00:00.000,mood,5
1436,AS14.08,2014-04-15 09:00:00.000,mood,7
1437,AS14.08,2014-04-15 12:00:00.000,mood,7
1438,AS14.08,2014-04-15 15:00:00.000,mood,5
1439,AS14.08,2014-04-15 18:00:00.000,mood,7
1440,AS14.08,2014-04-15 21:00:00.000,mood,6
1441,AS14.08,2014-04-16 10:00:00.000,mood,7
1442,AS14.08,2014-04-16 12:00:00.000,mood,7
1443,AS14.08,2014-04-16 15:00:00.000,mood,5
1444,AS14.08,2014-04-16 19:00:00.000,mood,7
1445,AS14.08,2014-04-16 21:00:00.000,mood,7
1446,AS14.08,2014-04-17 09:00:00.000,mood,7
1447,AS14.08,2014-04-17 12:00:00.000,mood,6
1448,AS14.08,2014-04-17 15:00:00.000,mood,5
1449,AS14.08,2014-04-17 19:00:00.000,mood,7
1450,AS14.08,2014-04-17 21:00:00.000,mood,6
1451,AS14.08,2014-04-18 10:00:00.000,mood,6
1452,AS14.08,2014-04-18 13:00:00.000,mood,7
1453,AS14.08,2014-04-18 16:00:00.000,mood,7
1454,AS14.08,2014-04-18 18:00:00.000,mood,5
1455,AS14.08,2014-04-18 21:00:00.000,mood,5
1456,AS14.08,2014-04-19 09:00:00.000,mood,8
1457,AS14.08,2014-04-19 12:00:00.000,mood,8
1458,AS14.08,2014-04-19 15:00:00.000,mood,8
1459,AS14.08,2014-04-19 18:00:00.000,mood,7
1460,AS14.08,2014-04-19 21:00:00.000,mood,8
1461,AS14.08,2014-04-20 10:00:00.000,mood,7
1462,AS14.08,2014-04-20 13:00:00.000,mood,7
1463,AS14.08,2014-04-20 16:00:00.000,mood,7
1464,AS14.08,2014-04-20 18:00:00.000,mood,5
1465,AS14.08,2014-04-20 22:00:00.000,mood,6
1466,AS14.08,2014-04-21 09:00:00.000,mood,6
1467,AS14.08,2014-04-21 12:00:00.000,mood,5
1468,AS14.08,2014-04-21 15:00:00.000,mood,7
1469,AS14.08,2014-04-21 20:00:00.000,mood,8
1470,AS14.08,2014-04-21 22:00:00.000,mood,6
1471,AS14.08,2014-04-22 09:00:00.000,mood,6
1472,AS14.08,2014-04-22 12:00:00.000,mood,7
1473,AS14.08,2014-04-22 16:00:00.000,mood,6
1474,AS14.08,2014-04-22 18:00:00.000,mood,6
1475,AS14.08,2014-04-22 21:00:00.000,mood,5
1476,AS14.08,2014-04-23 09:00:00.000,mood,5
1477,AS14.08,2014-04-23 12:00:00.000,mood,5
1478,AS14.08,2014-04-23 15:00:00.000,mood,5
1479,AS14.08,2014-04-23 21:00:00.000,mood,7
1480,AS14.08,2014-04-23 22:00:00.000,mood,6
1481,AS14.08,2014-04-24 09:00:00.000,mood,5
1482,AS14.08,2014-04-24 12:00:00.000,mood,8
1483,AS14.08,2014-04-24 15:00:00.000,mood,7
1484,AS14.08,2014-04-25 00:00:00.000,mood,8
1485,AS14.08,2014-04-25 09:00:00.000,mood,5
1486,AS14.08,2014-04-25 12:00:00.000,mood,6
1487,AS14.08,2014-04-25 15:00:00.000,mood,6
1488,AS14.08,2014-04-25 18:00:00.000,mood,6
1489,AS14.08,2014-04-25 22:00:00.000,mood,7
1490,AS14.08,2014-04-26 10:00:00.000,mood,7
1491,AS14.08,2014-04-26 13:00:00.000,mood,5
1492,AS14.08,2014-04-26 15:00:00.000,mood,6
1493,AS14.08,2014-04-26 18:00:00.000,mood,6
1494,AS14.08,2014-04-27 07:00:00.000,mood,6
1495,AS14.08,2014-04-27 10:00:00.000,mood,7
1496,AS14.08,2014-04-27 12:00:00.000,mood,5
1497,AS14.08,2014-04-27 15:00:00.000,mood,6
1498,AS14.08,2014-04-27 20:00:00.000,mood,5
1499,AS14.08,2014-04-27 21:00:00.000,mood,7
1500,AS14.08,2014-04-28 10:00:00.000,mood,8
1501,AS14.08,2014-04-28 13:00:00.000,mood,7
1502,AS14.08,2014-04-28 15:00:00.000,mood,4
1503,AS14.08,2014-04-28 18:00:00.000,mood,6
1504,AS14.08,2014-04-28 21:00:00.000,mood,4
1505,AS14.08,2014-04-29 09:00:00.000,mood,4
1506,AS14.08,2014-04-29 12:00:00.000,mood,7
1507,AS14.08,2014-04-29 16:00:00.000,mood,5
1508,AS14.08,2014-04-29 18:00:00.000,mood,7
1509,AS14.08,2014-04-30 08:00:00.000,mood,6
1510,AS14.08,2014-04-30 10:00:00.000,mood,7
1511,AS14.08,2014-04-30 13:00:00.000,mood,5
1512,AS14.08,2014-04-30 15:00:00.000,mood,7
1513,AS14.08,2014-04-30 19:00:00.000,mood,7
1514,AS14.08,2014-04-30 21:00:00.000,mood,8
1515,AS14.08,2014-05-01 09:00:00.000,mood,8
1516,AS14.08,2014-05-01 12:00:00.000,mood,7
1517,AS14.08,2014-05-01 15:00:00.000,mood,7
1518,AS14.08,2014-05-01 18:00:00.000,mood,5
1519,AS14.08,2014-05-01 21:00:00.000,mood,8
1520,AS14.08,2014-05-02 09:00:00.000,mood,7
1521,AS14.08,2014-05-02 12:00:00.000,mood,7
1522,AS14.08,2014-05-02 15:00:00.000,mood,7
1523,AS14.08,2014-05-02 18:00:00.000,mood,7
1524,AS14.08,2014-05-02 22:00:00.000,mood,8
1525,AS14.08,2014-05-03 09:00:00.000,mood,7
1526,AS14.08,2014-05-03 13:00:00.000,mood,7
1527,AS14.08,2014-05-03 16:00:00.000,mood,7
1528,AS14.08,2014-05-03 18:00:00.000,mood,8
1529,AS14.08,2014-05-03 23:00:00.000,mood,8
1530,AS14.08,2014-05-04 11:00:00.000,mood,7
1531,AS14.08,2014-05-04 12:00:00.000,mood,7
1532,AS14.08,2014-05-04 16:00:00.000,mood,8
1533,AS14.08,2014-05-04 18:00:00.000,mood,6
1534,AS14.08,2014-05-04 21:00:00.000,mood,6
1535,AS14.08,2014-05-05 09:00:00.000,mood,6
1536,AS14.08,2014-05-05 12:00:00.000,mood,7
1537,AS14.08,2014-05-05 15:00:00.000,mood,7
6882,AS14.08,2014-03-05 15:00:00.000,circumplex.arousal,0
6883,AS14.08,2014-03-05 17:00:00.000,circumplex.arousal,-1
6884,AS14.08,2014-03-05 20:00:00.000,circumplex.arousal,1
6885,AS14.08,2014-03-06 09:00:00.000,circumplex.arousal,0
6886,AS14.08,2014-03-06 12:00:00.000,circumplex.arousal,-1
6887,AS14.08,2014-03-06 15:00:00.000,circumplex.arousal,0
6888,AS14.08,2014-03-06 17:00:00.000,circumplex.arousal,-1
6889,AS14.08,2014-03-06 21:00:00.000,circumplex.arousal,-1
6890,AS14.08,2014-03-07 09:00:00.000,circumplex.arousal,-1
6891,AS14.08,2014-03-07 13:00:00.000,circumplex.arousal,1
6892,AS14.08,2014-03-07 14:00:00.000,circumplex.arousal,1
6893,AS14.08,2014-03-07 18:00:00.000,circumplex.arousal,1
6894,AS14.08,2014-03-07 20:00:00.000,circumplex.arousal,1
6895,AS14.08,2014-03-08 10:00:00.000,circumplex.arousal,0
6896,AS14.08,2014-03-08 12:00:00.000,circumplex.arousal,1
