time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,day_0,day_1,day_2,day_3,day_4,day_5,day_6
2014-03-20,7.0,-1.0,1.0,,1108.2029993534088,,,634.365,18.258000000000006,129.90900000000002,,189.882,,,142.671,,1637.562,,,0,0,0,1,0,0,0
2014-03-21,7.0,0.25,0.25,,90.2819995880127,,,90.264,,,,,,,,,,,,0,0,0,0,1,0,0
2014-03-22,7.5,1.0,0.5,0.007716049382716044,4695.945000886919,,,89.61300000000004,1208.805,,,,,174.71400000000003,9.039,,3213.284999999999,,,0,0,0,0,0,1,0
2014-03-23,7.6,0.8,0.8,0.043209876543209874,2074.113000154492,,3.0,139.236,1972.8330000000005,144.765,,,,197.376,,,66.441,,,0,0,0,0,0,0,1
2014-03-24,6.8,-0.2,0.4,0.03333333333333333,7178.843998432169,,3.0,347.7240000000001,2299.491,488.967,,1337.412,,42.162,684.8459999999999,,2863.962,,,1,0,0,0,0,0,0
2014-03-25,6.0,-0.75,-0.5,0.07893518518518522,7973.823000669484,,,2617.5540000000033,727.3980000000001,785.8620000000002,,1042.1580000000001,,391.57500000000016,1569.2609999999993,,666.045,265.88700000000006,,0,1,0,0,0,0,0
2014-03-26,6.8,0.4,0.4,0.025762156714537646,2244.9509997367873,,,770.6339999999997,242.3460000000001,1112.0430000000003,,,,218.79300000000003,1042.095,,,,,0,0,1,0,0,0,0
2014-03-27,7.0,0.25,0.75,0.05700000000000002,3791.163001298905,,,686.1299999999998,345.16200000000015,133.116,,1874.1629999999998,,,752.028,,,,,0,0,0,1,0,0,0
2014-03-28,6.25,0.5,,0.02380952380952381,1381.6559994220736,,,1226.2410000000007,400.047,,,,,24.081000000000003,,,,,,0,0,0,0,1,0,0
2014-03-29,7.4,1.0,1.0,0.13813915857605175,2282.5319995880122,12.0,,366.729,63.39,,,1484.7089999999998,,367.44599999999997,,,,,,0,0,0,0,0,1,0
2014-03-30,7.5,1.0,1.0,0.3802083333333333,2504.025001287461,,6.0,66.69599999999998,1332.3929999999998,,,,,,982.3860000000003,,2463.303000000001,,,0,0,0,0,0,0,1
2014-03-31,7.0,0.8,0.8,0.012500000000000002,62.141999244689906,3.0,9.0,,62.127,,,,,,,,,,,1,0,0,0,0,0,0
2014-04-01,6.25,,,,88.89599990844721,,12.0,115.02,,,,2859.735,,,,,,,,0,1,0,0,0,0,0
2014-04-02,6.5,,0.25,0.06712962962962966,6830.184001922611,,,1532.2289999999987,2147.004000000001,446.34599999999983,,,,54.354,2367.891,280.302,,,,0,0,1,0,0,0,0
2014-04-03,6.666666666666668,0.3333333333333333,0.3333333333333333,0.05502297410192149,163.9589996337891,3.0,,129.774,,,,,,34.161,,,,,,0,0,0,1,0,0,0
2014-04-04,7.0,0.75,0.5,0.01574074074074075,6197.540996789937,,,827.487,2285.46,,226.197,1640.4089999999999,,124.512,1092.099,,,,,0,0,0,0,1,0,0
2014-04-05,7.0,0.4,0.8,0.09056023599628256,2422.728000640869,6.0,,326.26199999999994,283.563,82.42500000000003,,1267.761,,461.6879999999999,,,,,,0,0,0,0,0,1,0
2014-04-06,7.0,0.6,0.8,0.060227140822464775,11772.809998512268,9.0,3.0,693.0540000000003,2558.331000000001,42.248999999999995,,1254.576,,,1312.17,,,,,0,0,0,0,0,0,1
2014-04-07,6.8,0.6,1.0,0.029011707988980725,870.6060004234315,,3.0,221.80499999999995,2648.736,232.095,,1592.0700000000004,,,1724.28,,,,,1,0,0,0,0,0,0
2014-04-08,7.25,0.5,0.75,0.0033670033670033673,1805.8949997425086,,6.0,198.672,,,,1595.1509999999996,,,12.072000000000001,,,,,0,1,0,0,0,0,0
2014-04-09,7.75,0.25,1.0,0.06936128939553603,4598.087999582292,,12.0,725.6490000000001,789.6899999999997,746.5529999999994,,,,132.66899999999998,3022.8389999999995,,,,,0,0,1,0,0,0,0
2014-04-10,7.0,0.5,0.5,0.021836419753086412,3640.220999479296,,3.0,260.313,1985.697,371.96400000000006,,,,30.105,991.5389999999996,,,,,0,0,0,1,0,0,0
2014-04-11,7.5,0.5,0.75,0.05509259259259257,507.55499982833857,6.0,,166.20600000000005,217.03500000000003,,,,,123.81900000000002,,,,,,0,0,0,0,1,0,0
2014-04-12,6.8,,0.6,0.04598055910316447,11856.31500005723,18.0,3.0,979.9379999999992,7224.345,,149.076,1213.1280000000004,,244.88700000000009,315.63600000000014,,,,,0,0,0,0,0,1,0
2014-04-13,6.8,,0.6,,15.050999879837038,,,37.353,,,,1709.025,,,,,,,,0,0,0,0,0,0,1
2014-04-14,6.8,,0.2,0.005,,,6.0,,,,,,,,,,,,,1,0,0,0,0,0,0
2014-04-15,6.8,,0.6,0.10694444444444444,2099.195999622346,,,312.70199999999994,1264.1459999999995,72.41099999999999,,,,42.431999999999995,406.62299999999993,,,,,0,1,0,0,0,0,0
2014-04-16,7.2,0.4,0.6,0.004629629629629633,33.89400029182433,,3.0,,,,,,,33.828,,,,,,0,0,1,0,0,0,0
2014-04-17,6.4,-0.4,0.4,0.014580010632642212,5113.490999937058,,3.0,920.013,1428.5369999999994,196.66200000000003,,1490.685,,,959.4509999999997,,117.54,,,0,0,0,1,0,0,0
2014-04-18,6.75,,0.5,0.006430041152263367,280.6409990787505,,,236.49900000000005,,,,,,,43.898999999999994,,,,,0,0,0,0,1,0,0
2014-04-19,7.5,,1.0,0.0362707535121329,8546.859003067017,,,221.11500000000004,7032.921000000004,,,589.3499999999998,,,106.137,,9.03,,,0,0,0,0,0,1,0
2014-04-20,7.6,-0.4,0.6,0.17375,2275.88100028038,3.0,,925.188,847.8479999999997,,,,,556.2840000000001,40.059,,,,,0,0,0,0,0,0,1
2014-04-21,7.4,0.2,0.8,0.06042250233426703,2158.9140028953548,,3.0,505.701,1024.2809999999997,44.349,,,,42.144,3222.783,,,,,1,0,0,0,0,0,0
2014-04-23,7.0,-0.3333333333333333,0.3333333333333333,0.05416666666666672,953.8709986209868,,3.0,24.468000000000004,607.0740000000001,36.195,,,,36.15000000000001,249.45,,,,,0,0,1,0,0,0,0
2014-04-24,7.0,-0.2,0.4,0.03690196078431373,4435.6410040855435,3.0,,1628.5979999999995,1454.235,48.213,,,,1134.1980000000005,248.62500000000003,,,,,0,0,0,1,0,0,0
