time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-02-26,6.25,-0.25,0.75,0.08154761904761905,2275.944000244141,1.0,2.0,248.979,2168.229,350.856,49.544,233.036,172.20600000000005,11.345,807.7310000000001,915.4450000000003,45.173,21.074,30.386
2014-02-27,6.333333333333332,0.0,0.3333333333333333,0.08154761904761905,2275.944000244141,0.0,0.0,248.979,2168.229,350.856,49.544,233.036,172.20600000000005,11.345,807.7310000000001,915.4450000000003,45.173,21.074,30.386
2014-03-20,6.2,0.2,0.2,0.08154761904761905,2275.944000244141,1.0,0.0,248.979,2168.229,350.856,49.544,233.036,172.20600000000005,11.345,807.7310000000001,915.4450000000003,45.173,21.074,30.386
2014-03-21,6.2,0.2,0.2,0.13405010398938866,17978.907000064843,6.0,0.0,3139.218000000001,6280.890000000002,1007.456,49.544,233.036,172.20600000000005,239.75100000000003,4508.500000000001,915.4450000000003,0.0,598.7539999999998,30.386
2014-03-22,6.4,0.6,0.5,0.2368802192399581,6142.1609995365125,3.0,1.0,731.4290000000002,4962.9180000000015,93.324,21.076,233.036,0.0,98.143,439.63199999999983,37.305,0.0,117.621,30.386
2014-03-23,6.8,0.2,0.8,0.14274111580506368,6773.832001447676,0.0,0.0,1286.246,5237.318999999999,94.346,43.40300000000001,233.036,0.0,72.82300000000002,900.839,0.0,0.0,30.086,30.386
2014-03-24,6.0,0.8,0.0,0.07896105611559798,15047.351000547405,10.0,0.0,866.9559999999997,9270.629,976.971,34.106,233.036,3.01,66.55799999999999,3223.6259999999993,419.805,0.0,178.732,30.386
2014-03-25,6.75,0.5,0.5,0.09837411239050677,21475.354999065392,0.0,1.0,1032.7680000000003,10276.750999999998,68.206,43.054,233.036,0.0,178.81900000000005,1919.471,0.0,235.22299999999998,222.893,30.386
2014-03-26,6.6,-0.2,0.6,0.10130832167007592,16423.801000356674,0.0,0.0,1167.4969999999996,8988.753,910.479,52.331,233.036,0.0,97.49799999999999,4592.058999999998,0.0,0.0,33.365,30.386
2014-03-27,7.0,0.2,0.8,0.1595106409690975,17442.149999380108,2.0,1.0,1229.3269999999998,6936.5120000000015,639.3389999999998,42.219,233.036,182.451,58.532,935.3810000000003,47.31399999999999,0.0,179.02899999999997,30.386
2014-03-28,6.4,-0.6,0.6,0.09569802163712016,4923.48899960518,5.0,0.0,10062.595000000003,866.8329999999999,1005.403,89.166,233.036,0.0,225.951,512.741,1133.0089999999998,0.0,301.717,30.386
2014-03-29,8.0,0.2,1.0,0.06820281010186964,8322.621999740602,4.0,1.0,1952.63,2720.692,1627.4289999999994,0.0,0.0,0.0,169.59399999999997,472.888,52.435,0.0,600.6370000000002,30.386
2014-03-30,7.5,-0.5,0.75,0.049092970521542,4523.214000940327,0.0,0.0,414.365,1298.505,1535.677,0.0,0.0,0.0,74.003,167.685,0.0,66.477,38.296,30.386
2014-03-31,7.4,0.0,0.6,0.07050548088338955,11836.834000349041,6.0,0.0,2961.405000000001,5332.637,1758.92,41.255,51.176,0.0,268.55400000000003,1350.6549999999995,183.38100000000003,29.29,210.30500000000004,30.386
2014-04-01,6.0,0.2,0.0,0.118443242712736,17173.906002044678,1.0,0.0,1385.5170000000005,6095.526000000002,1030.637,547.826,234.74099999999999,92.38799999999999,121.19,5040.067000000002,1614.621,0.0,517.636,30.386
2014-04-02,6.5,0.3333333333333333,0.6666666666666666,0.10191661063822344,21358.510999917988,4.0,0.0,3614.349,6920.155999999997,1343.3759999999995,247.77700000000002,0.0,90.481,541.5409999999999,3428.792000000001,0.0,0.0,341.371,30.386
2014-04-03,6.4,-1.2,0.0,0.04923847270844107,21401.835000753403,4.0,0.0,2321.4640000000013,14438.081999999995,1293.631,76.234,0.0,0.0,213.902,3154.2410000000013,19.082,0.0,182.77200000000002,30.386
2014-04-04,6.2,0.2,0.4,0.12668931120732582,12379.411000013357,2.0,1.0,1957.829,5481.628000000001,1545.227,0.0,0.0,0.0,176.80100000000004,2086.197,158.241,0.0,128.692,30.386
2014-04-05,6.8,-0.4,0.6,0.11900230220344547,3340.4309999942784,0.0,0.0,15159.189999999993,1885.409,76.369,0.0,0.0,0.0,81.133,363.208,187.945,0.0,118.956,30.386
2014-04-06,6.5,-0.75,0.5,0.06440779944246812,7467.3219997882825,4.0,0.0,4548.662,3355.7430000000013,187.21400000000003,0.0,114.406,0.0,119.12,321.45999999999987,0.0,0.0,46.248999999999995,30.386
2014-04-07,6.5,-0.6666666666666666,0.25,0.050670621174317886,9846.38099980354,1.0,0.0,927.3769999999997,7355.015000000001,447.121,46.128,0.0,17.107,170.34799999999996,1475.418,60.247,0.0,205.81100000000004,30.386
2014-04-08,6.6,-0.4,0.3333333333333333,0.07532705826134849,15101.132001876831,1.0,0.0,892.6889999999997,9477.553,3466.4789999999994,19.131,0.0,0.0,209.51399999999995,2655.1209999999996,0.0,0.0,36.143,30.386
2014-04-09,7.4,-0.8,1.0,0.12038411453232875,13558.289000988008,4.0,0.0,1638.6170000000006,6177.075999999997,940.77,0.0,0.0,0.0,346.654,2826.350000000001,0.0,0.0,577.359,30.386
2014-04-10,7.4,-0.4,0.8,0.07896310519489108,9296.098999261858,7.0,0.0,715.3549999999997,4881.411,1858.8930000000007,0.0,1.0590000000000002,23.195,107.919,1174.7170000000006,0.0,0.0,377.687,30.386
2014-04-11,7.0,-1.2,0.8,0.07998620207306051,10526.846000194551,0.0,0.0,3369.0309999999995,3336.592000000002,1976.138,94.09299999999999,0.0,0.0,51.45200000000001,596.807,34.234,0.0,214.648,30.386
2014-04-12,7.25,-0.75,0.75,0.07224906147031818,11750.809000968928,0.0,0.0,302.4459999999998,6595.082999999998,2186.482,0.0,0.0,0.0,79.033,264.432,5.0310000000000015,0.0,352.39199999999994,30.386
2014-04-13,8.0,-1.25,1.0,0.014021328954370723,2005.7509992122657,0.0,0.0,447.415,1096.7949999999996,249.392,82.413,0.0,0.0,94.209,34.501999999999995,0.0,0.0,0.0,30.386
2014-04-14,7.2,-1.2,0.6,0.08388731446988419,17985.447999238968,1.0,1.0,961.581,6486.284000000002,6265.556,89.32300000000002,0.0,0.0,145.09600000000003,2921.985,29.104000000000006,0.0,986.0139999999999,30.386
2014-04-15,6.4,0.0,0.8,0.09011215278072524,13585.222998380666,8.0,1.0,1596.3559999999993,6224.230999999999,944.522,13.043,0.0,0.0,110.415,4428.210000000001,8.363,0.0,279.79299999999995,30.386
2014-04-16,7.2,0.75,0.5,0.11611033612712217,12522.47499895096,0.0,1.0,923.613,5175.016,426.734,0.0,0.0,0.0,40.78399999999999,1912.8520000000005,0.0,0.0,223.58700000000002,30.386
2014-04-17,6.6,-0.4,0.6,0.056917856672096825,15018.480000734336,2.0,0.0,552.201,11853.338999999998,142.241,0.0,0.0,0.0,53.76300000000001,2107.146,0.0,0.0,49.718,30.386
2014-04-18,6.8,-0.8,0.8,0.09403300669497608,13490.728999614706,1.0,0.0,1860.898,5341.656999999998,774.3539999999999,119.163,0.0,0.0,47.789,1993.922,63.874,0.0,88.68,30.386
2014-04-19,7.8,-0.2,1.0,0.09943191172384026,13293.2480006218,1.0,0.0,946.1899999999997,2728.26,469.274,95.62899999999999,29.084,0.0,31.482,396.672,128.89,0.0,305.79600000000005,30.386
